ID,Sent1,Sent2,Score
1372,A skateboarder jumps off the stairs.,A dog jumps off the stairs.,0.8
1376,Some children are raising their hands and clapping.,Three children are playing soccer in the sand.,0.2
1380,A man blowing a large bubble.,A man walking a large black horse.,0.0
1382,Two people sit on a dock near the water.,Two people sit on the end of a dock in the middle of still water.,3.8
1384,Two dogs running together and one has a duck toy in its mouth.,a black and white dog walking through the grass with a long stick in his mouth.,1.8
1385,The black and white dog is running on the grass.,A black and white dog swims in blue water.,1.4
1386,Hockey goal-keeper laying on the ice in front of net.,A hockey player is laying on the ice in front of the goal.,4.6
1388,A skier wearing blue snow pants is flying through the air near a jump.,A skier stands on his hands in the snow in front of a movie camera.,1.4
1390,The brown dog is running along a grassy pathway.,A brown dog is running along a grassy stretch divided by strings.,3.4
1391,The girl is wearing a blue striped shirt and Rollerblades.,a man wearing a black and white shirt jumping on a dogs back,0.0
1392,A tattooed man in black playing a white guitar and singing.,A woman in a black and white coat and earmuffs.,0.0
1393,A dog running along the beach.,Boy and girl running along the beach.,1.4
1396,A young man and woman sitting on a bench outside are kissing.,The man and woman sitting on a bench are kissing.,4.6
1397,A brown dog is jumping up to catch a green strap in it's mouth.,A grey dog jumps to bite a green leash.,3.2
1399,A black dog is running in the grass.,A black and a brown dog running in the grass.,3.2
1406,A woman is sitting on a sidewalk with a cell phone at her ear.,A woman is riding her bicycle.,0.5
1407,Three dogs play in a grassy field.,Some kids play in a field.,1.2
1408,A small white dog climbs over a log.,a small dog steps onto a log.,2.8
1409,A young boy plays in a red ball pit.,A laughing boy lies on a pit of blue balls.,3.0
1412,A surfer on a wave.,A surfer is riding a wave.,4.4
1415,The dogs play in the snow on hind legs.,Two dogs play in the snow.,3.8
1422,The skateboarder gets to the top of the ramp.,The skateboarder rides the pipe wall at a skater park.,2.4
1427,Two men in a running contest.,Dogs in a race.,1.0
1429,A boy skateboards down the railing of some graffiti stairs,A skateboarder slides down a handrail on his feet.,2.6
1433,A black and white dog runs through the water.,Black and brown dog runs through field.,2.0
1434,Two kids are walking on a path in the woods.,Two children walking down a path in the woods.,5.0
1437,a brown and white dog is running on the grass.,The tan and black dog is running across the grass.,3.4
1438,A woman runs on the beach.,a dog runs across the land.,1.8
1440,Two dogs run side-by-side on the grass.,Two dogs running on grass.,4.4
1442,Two dogs are peeing at a red fire hydrant.,Two dogs are urinating on the red fire hydrant.,5.0
1449,A rugby player in dark gear is carrying a light colored rugby ball with arm outstretched.,A brown dog splashes in the water while carrying a ball in it's mouth.,0.4
1452,A golden colored dog jumps around in the grass while holding a stick in its mouth.,A black dog is running through the grass carrying something red in its mouth.,2.4
1456,Two people are walking through some water.,Two girls are walking by a tree in front of a brick building.,1.2
1458,A girl is running on a desert path.,A young girl is talking on a cell phone.,0.8
1462,A white dog is playing with a ball on the beach.,A black and white dog is playing with a tan dog.,1.6
1464,A dog splashing in the water.,A dog splashes in the murky water.,4.0
1467,A man steers a blue boat past brightly colored houses.,a man driving a blue boat passes by some colorful houses.,5.0
1468,A group of people are walking down the sidewalk of a big city.,A group of people are riding in the back of a truck.,1.0
1471,The dog is in the air above the grass.,The dog is laying on a bed with a blue sheet.,1.0
1472,Woman in black dress with red accessories is walking down the street.,Woman in a black dress walking on the street.,3.8
1474,A black dog is running through some water.,A man in a football uniform is running with a football during a game.,0.0
1475,Girl stands in subway waiting on something.,A girl stands in a dimly lit area.,2.0
1476,Two dogs approach each other in the grass.,Two dogs face off of each other on the grass.,4.8
1477,The man is sitting with a little girl in the park.,The man is playing with the shaggy little dog.,0.6
1478,A large tan dog is running with a green item in its mouth,The tan dog is carrying a green squeak toy in its mouth.,4.4
1481,A group of people in boats racing towards the shore.,A classroom of students watching a presentation.,0.0
1482,A person is riding a skateboard in the air above a ramp.,A biker is riding along a track element located with a wooded area.,0.6
1484,A boy skateboards down the metal handrail at night.,"A brown dog runs on the sand, holding a stick.",0.0
1486,A person is squeezing through an opening in the rock face.,A medium sized brown dog is running through an open white wooded area.,0.0
1488,Dog running towards camera with a ball in its mouth.,The black and white dog swims with a brown object in its mouth.,2.0
1489,A young girl running on the beach.,A little girl running at on the shore of a beach.,4.2
1490,A baseball player throws the ball.,The basketball player holds the ball.,1.6
1493,A man is swinging on a rope over water.,A man in a maroon bathing suit swings on a rope on a lake.,3.0
1494,A woman wearing large sunglasses holds newspapers in both hands.,A fat woman wearing faint blue top is blowing soap bubble.,1.0
1497,A deer jumps a fence.,A deer is jumping over a fence.,5.0
1498,A young girl dressed in a Minnie mouse outfit and an older woman walking down the sidewalk.,a man wearing a white suit holding a newspaper walking through the streets.,1.0
